Entry,Majority protein IDs,Fasta headers,Unique peptides R1,Unique peptides R2,Unique peptides R3,Ratio H/L normalized R1,Ratio H/L normalized R2,Ratio H/L normalized R3,Log2FC,Pvalue,FDR
Q9BZL6,sp|Q9BZL6|KPCD2_HUMAN;sp|Q15139|KPCD1_HUMAN,sp|Q9BZL6|KPCD2_HUMAN;Serine/threonine-protein kinase D2 OS=Homo sapiens OX=9606 GN=PRKD2 PE=1 SV=3;sp|Q15139|KPCD1_HUMAN;Serine/threonine-protein kinase D1 OS=Homo sapiens OX=9606 GN=PRKD1 PE=1 SV=2,0,0,0,,,,,,
Q15139,sp|Q9BZL6|KPCD2_HUMAN;sp|Q15139|KPCD1_HUMAN,sp|Q9BZL6|KPCD2_HUMAN;Serine/threonine-protein kinase D2 OS=Homo sapiens OX=9606 GN=PRKD2 PE=1 SV=3;sp|Q15139|KPCD1_HUMAN;Serine/threonine-protein kinase D1 OS=Homo sapiens OX=9606 GN=PRKD1 PE=1 SV=2,0,0,0,,,,,,
Q15185,sp|Q15185|TEBP_HUMAN,sp|Q15185|TEBP_HUMAN;Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1,2,2,2,2.6065,2.4375,2.6006,1.3494785145191088,9.737343179886071e-06,0.0003118072330822978
Q15233,sp|Q15233|NONO_HUMAN,sp|Q15233|NONO_HUMAN;Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4,18,17,20,1.532,1.5464,1.3199,0.5519835104183809,0.0031220465277610565,0.0069291816352815925
Q15269,sp|Q15269|PWP2_HUMAN,sp|Q15269|PWP2_HUMAN;Periodic tryptophan protein 2 homolog OS=Homo sapiens OX=9606 GN=PWP2 PE=1 SV=2,7,8,7,1.0551,1.1772,0.93345,0.07758482929560188,0.4762372256116794,0.5032476951239836
Q15286,sp|Q15286|RAB35_HUMAN,sp|Q15286|RAB35_HUMAN;Ras-related protein Rab-35 OS=Homo sapiens OX=9606 GN=RAB35 PE=1 SV=1,0,0,0,,,,,,
Q15291,sp|Q15291|RBBP5_HUMAN,sp|Q15291|RBBP5_HUMAN;Retinoblastoma-binding protein 5 OS=Homo sapiens OX=9606 GN=RBBP5 PE=1 SV=2,1,0,1,,,,,,
Q15345,sp|Q15345|LRC41_HUMAN,sp|Q15345|LRC41_HUMAN;Leucine-rich repeat-containing protein 41 OS=Homo sapiens OX=9606 GN=LRRC41 PE=1 SV=3,1,1,1,,,,,,
Q15361,sp|Q15361|TTF1_HUMAN,sp|Q15361|TTF1_HUMAN;Transcription termination factor 1 OS=Homo sapiens OX=9606 GN=TTF1 PE=1 SV=3,8,7,5,1.0748,1.6323,0.87707,0.2566765664568569,0.4376997507296787,0.46390931664163554
Q15365,sp|Q15365|PCBP1_HUMAN,sp|Q15365|PCBP1_HUMAN;Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2,8,8,7,2.3507,2.0629,1.9396,1.082520935459336,0.000783011442967836,0.0031501329139345126
Q15366,sp|Q15366|PCBP2_HUMAN,sp|Q15366|PCBP2_HUMAN;Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1,5,5,5,1.3719,1.5754,1.6356,0.6112983053755171,0.0027101301029672556,0.006353550042717937
Q15382,sp|Q15382|RHEB_HUMAN,sp|Q15382|RHEB_HUMAN;GTP-binding protein Rheb OS=Homo sapiens OX=9606 GN=RHEB PE=1 SV=1,2,1,1,1.9513,,,,,
Q15386,sp|Q15386|UBE3C_HUMAN,sp|Q15386|UBE3C_HUMAN;Ubiquitin-protein ligase E3C OS=Homo sapiens OX=9606 GN=UBE3C PE=1 SV=3,1,1,0,,,,,,
Q15392,sp|Q15392|DHC24_HUMAN,sp|Q15392|DHC24_HUMAN;Delta(24)-sterol reductase OS=Homo sapiens OX=9606 GN=DHCR24 PE=1 SV=2,1,0,1,,,,,,
Q15393,sp|Q15393|SF3B3_HUMAN,sp|Q15393|SF3B3_HUMAN;Splicing factor 3B subunit 3 OS=Homo sapiens OX=9606 GN=SF3B3 PE=1 SV=4,10,9,12,0.81416,0.90393,1.02,-0.1317926324965202,0.21671901213609318,0.23952765622736188
Q15397,sp|Q15397|PUM3_HUMAN,sp|Q15397|PUM3_HUMAN;Pumilio homolog 3 OS=Homo sapiens OX=9606 GN=PUM3 PE=1 SV=3,23,20,21,1.6805,1.7417,1.5074,0.7165080867687459,0.0007860603125853458,0.0031501329139345126
Q15417,sp|Q15417|CNN3_HUMAN,sp|Q15417|CNN3_HUMAN;Calponin-3 OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1,2,1,2,,,3.1703,,,
Q15424,sp|Q15424|SAFB1_HUMAN,sp|Q15424|SAFB1_HUMAN;Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4,8,11,6,0.75276,0.80766,0.70147,-0.40743373068311756,0.0013085268404206432,0.004103066629151068
Q15459,sp|Q15459|SF3A1_HUMAN,sp|Q15459|SF3A1_HUMAN;Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1,2,2,1,,0.55636,,,,
Q15477,sp|Q15477|SKI2_HUMAN,sp|Q15477|SKI2_HUMAN;Superkiller complex protein 2 OS=Homo sapiens OX=9606 GN=SKIC2 PE=1 SV=3,0,0,0,,,,,,
Q15545,sp|Q15545|TAF7_HUMAN,sp|Q15545|TAF7_HUMAN;Transcription initiation factor TFIID subunit 7 OS=Homo sapiens OX=9606 GN=TAF7 PE=1 SV=1,5,6,2,1.5543,2.1645,,,,
Q15637,sp|Q15637|SF01_HUMAN,sp|Q15637|SF01_HUMAN;Splicing factor 1 OS=Homo sapiens OX=9606 GN=SF1 PE=1 SV=4,7,6,5,2.7596,3.0585,2.5927,1.487280529383726,0.0001882025932527806,0.0015403927361064503
Q15645,sp|Q15645|PCH2_HUMAN,sp|Q15645|PCH2_HUMAN;Pachytene checkpoint protein 2 homolog OS=Homo sapiens OX=9606 GN=TRIP13 PE=1 SV=2,1,0,1,,,,,,
Q15648,sp|Q15648|MED1_HUMAN,sp|Q15648|MED1_HUMAN;Mediator of RNA polymerase II transcription subunit 1 OS=Homo sapiens OX=9606 GN=MED1 PE=1 SV=4,1,1,0,,,,,,
Q15649,sp|Q15649|ZNHI3_HUMAN,sp|Q15649|ZNHI3_HUMAN;Zinc finger HIT domain-containing protein 3 OS=Homo sapiens OX=9606 GN=ZNHIT3 PE=1 SV=2,0,1,1,,,,,,
Q15697,sp|Q15697|ZN174_HUMAN,sp|Q15697|ZN174_HUMAN;Zinc finger protein 174 OS=Homo sapiens OX=9606 GN=ZNF174 PE=1 SV=1,0,1,0,,,,,,
Q15717,sp|Q15717|ELAV1_HUMAN,sp|Q15717|ELAV1_HUMAN;ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=2,5,4,4,1.2105,0.78412,0.74719,-0.12983390099539607,0.5936849166332141,0.6199541607320289
Q15723,sp|Q15723|ELF2_HUMAN,sp|Q15723|ELF2_HUMAN;ETS-related transcription factor Elf-2 OS=Homo sapiens OX=9606 GN=ELF2 PE=1 SV=2,1,1,1,,,,,,
Q15738,sp|Q15738|NSDHL_HUMAN,"sp|Q15738|NSDHL_HUMAN;Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=NSDHL PE=1 SV=2",2,2,2,0.38189,,0.38015,,,
Q15751,sp|Q15751|HERC1_HUMAN,sp|Q15751|HERC1_HUMAN;Probable E3 ubiquitin-protein ligase HERC1 OS=Homo sapiens OX=9606 GN=HERC1 PE=1 SV=2,1,1,1,,,,,,
Q15813,sp|Q15813|TBCE_HUMAN,sp|Q15813|TBCE_HUMAN;Tubulin-specific chaperone E OS=Homo sapiens OX=9606 GN=TBCE PE=1 SV=1,0,0,0,,,,,,
Q15843,sp|Q15843|NEDD8_HUMAN,sp|Q15843|NEDD8_HUMAN;NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=1 SV=1,1,0,0,,,,,,
Q15906,sp|Q15906|VPS72_HUMAN,sp|Q15906|VPS72_HUMAN;Vacuolar protein sorting-associated protein 72 homolog OS=Homo sapiens OX=9606 GN=VPS72 PE=1 SV=1,1,1,1,,,,,,
Q15937,sp|Q15937|ZNF79_HUMAN,sp|Q15937|ZNF79_HUMAN;Zinc finger protein 79 OS=Homo sapiens OX=9606 GN=ZNF79 PE=1 SV=2,1,3,2,,1.741,2.3327,,,
Q16181,sp|Q16181|SEPT7_HUMAN;sp|Q6ZU15|SEP14_HUMAN,sp|Q16181|SEPT7_HUMAN;Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2;sp|Q6ZU15|SEP14_HUMAN;Septin-14 OS=Homo sapiens OX=9606 GN=SEPTIN14 PE=1 SV=2,0,0,0,,,,,,
Q6ZU15,sp|Q16181|SEPT7_HUMAN;sp|Q6ZU15|SEP14_HUMAN,sp|Q16181|SEPT7_HUMAN;Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2;sp|Q6ZU15|SEP14_HUMAN;Septin-14 OS=Homo sapiens OX=9606 GN=SEPTIN14 PE=1 SV=2,0,0,0,,,,,,
Q16513,sp|Q16513|PKN2_HUMAN,sp|Q16513|PKN2_HUMAN;Serine/threonine-protein kinase N2 OS=Homo sapiens OX=9606 GN=PKN2 PE=1 SV=1,1,0,0,,,,,,
Q16543,sp|Q16543|CDC37_HUMAN,sp|Q16543|CDC37_HUMAN;Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1,0,0,1,,,,,,
Q16594,sp|Q16594|TAF9_HUMAN,sp|Q16594|TAF9_HUMAN;Transcription initiation factor TFIID subunit 9 OS=Homo sapiens OX=9606 GN=TAF9 PE=1 SV=1,0,0,1,3.2734,2.1484,1.8718,1.281668579972845,0.02885677395028669,
Q16630,sp|Q16630|CPSF6_HUMAN,sp|Q16630|CPSF6_HUMAN;Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens OX=9606 GN=CPSF6 PE=1 SV=2,2,3,4,1.4854,2.1888,2.0919,0.9426333566203465,0.013816206781076656,0.020680495562372666
Q16762,sp|Q16762|THTR_HUMAN,sp|Q16762|THTR_HUMAN;Thiosulfate sulfurtransferase OS=Homo sapiens OX=9606 GN=TST PE=1 SV=4,1,0,0,,,,,,
Q1ED39,sp|Q1ED39|KNOP1_HUMAN,sp|Q1ED39|KNOP1_HUMAN;Lysine-rich nucleolar protein 1 OS=Homo sapiens OX=9606 GN=KNOP1 PE=1 SV=1,41,42,44,2.4632,2.371,2.4019,1.2702498448426427,8.113092921003388e-07,7.302830265241938e-05
Q1KMD3,sp|Q1KMD3|HNRL2_HUMAN,sp|Q1KMD3|HNRL2_HUMAN;Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1,3,5,6,0.216,0.16957,0.28349,-2.164755000853898,1.946079443049438e-05,0.0003709871155347504
Q29RF7,sp|Q29RF7|PDS5A_HUMAN,sp|Q29RF7|PDS5A_HUMAN;Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens OX=9606 GN=PDS5A PE=1 SV=1,7,7,5,0.98813,0.88366,1.0261,-0.049959667546952836,0.4689218198598226,0.4962580694480634
Q2KHR3,sp|Q2KHR3|QSER1_HUMAN,sp|Q2KHR3|QSER1_HUMAN;Glutamine and serine-rich protein 1 OS=Homo sapiens OX=9606 GN=QSER1 PE=1 SV=3,0,0,0,,,,,,
Q2M389,sp|Q2M389|WASC4_HUMAN,sp|Q2M389|WASC4_HUMAN;WASH complex subunit 4 OS=Homo sapiens OX=9606 GN=WASHC4 PE=1 SV=2,0,0,0,,,,,,
Q2NKX8,sp|Q2NKX8|ERC6L_HUMAN,sp|Q2NKX8|ERC6L_HUMAN;DNA excision repair protein ERCC-6-like OS=Homo sapiens OX=9606 GN=ERCC6L PE=1 SV=1,3,1,2,4.0239,,1.1914,,,
Q2NL82,sp|Q2NL82|TSR1_HUMAN,sp|Q2NL82|TSR1_HUMAN;Pre-rRNA-processing protein TSR1 homolog OS=Homo sapiens OX=9606 GN=TSR1 PE=1 SV=1,6,6,6,2.3882,2.0456,2.6863,1.2469350028990238,0.001761208101763124,0.004806078653586543
Q2TB18,sp|Q2TB18|ASTE1_HUMAN,sp|Q2TB18|ASTE1_HUMAN;Protein asteroid homolog 1 OS=Homo sapiens OX=9606 GN=ASTE1 PE=1 SV=1,2,1,3,,,2.2639,,,
Q2TBE0,sp|Q2TBE0|C19L2_HUMAN,sp|Q2TBE0|C19L2_HUMAN;CWF19-like protein 2 OS=Homo sapiens OX=9606 GN=CWF19L2 PE=1 SV=4,3,2,2,3.15,,4.1795,,,
Q2VPB7,sp|Q2VPB7|AP5B1_HUMAN,sp|Q2VPB7|AP5B1_HUMAN;AP-5 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP5B1 PE=1 SV=4,0,0,0,,,,,,
Q32NC0,sp|Q32NC0|CR021_HUMAN,sp|Q32NC0|CR021_HUMAN;UPF0711 protein C18orf21 OS=Homo sapiens OX=9606 GN=C18orf21 PE=1 SV=1,2,2,2,1.5625,1.3094,1.8051,0.6406209280356976,0.017450214197795393,0.02503897878912662
Q330K2,sp|Q330K2|NDUF6_HUMAN,"sp|Q330K2|NDUF6_HUMAN;NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 OS=Homo sapiens OX=9606 GN=NDUFAF6 PE=1 SV=2",1,0,0,,,,,,
Q3B726,sp|Q3B726|RPA43_HUMAN,sp|Q3B726|RPA43_HUMAN;DNA-directed RNA polymerase I subunit RPA43 OS=Homo sapiens OX=9606 GN=POLR1F PE=1 SV=1,4,1,3,1.1931,,0.82826,,,
Q3B820,sp|Q3B820|F161A_HUMAN,sp|Q3B820|F161A_HUMAN;Protein FAM161A OS=Homo sapiens OX=9606 GN=FAM161A PE=1 SV=2,1,1,0,,,,,,
Q3SXM5,sp|Q3SXM5|HSDL1_HUMAN,sp|Q3SXM5|HSDL1_HUMAN;Inactive hydroxysteroid dehydrogenase-like protein 1 OS=Homo sapiens OX=9606 GN=HSDL1 PE=1 SV=3,3,1,0,0.5962,,,,,
Q3SY69,sp|Q3SY69|AL1L2_HUMAN,sp|Q3SY69|AL1L2_HUMAN;Mitochondrial 10-formyltetrahydrofolate dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH1L2 PE=1 SV=2,1,1,1,,,,,,
Q3YEC7,sp|Q3YEC7|RABL6_HUMAN,sp|Q3YEC7|RABL6_HUMAN;Rab-like protein 6 OS=Homo sapiens OX=9606 GN=RABL6 PE=1 SV=2,0,0,0,,,,,,
Q3ZCM7,sp|Q3ZCM7|TBB8_HUMAN,sp|Q3ZCM7|TBB8_HUMAN;Tubulin beta-8 chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=2,2,2,1,0.49964,0.75978,,,,
Q3ZCQ8,sp|Q3ZCQ8|TIM50_HUMAN,sp|Q3ZCQ8|TIM50_HUMAN;Mitochondrial import inner membrane translocase subunit TIM50 OS=Homo sapiens OX=9606 GN=TIMM50 PE=1 SV=2,1,1,1,,,,,,
Q49A26,sp|Q49A26|GLYR1_HUMAN,sp|Q49A26|GLYR1_HUMAN;Cytokine-like nuclear factor N-PAC OS=Homo sapiens OX=9606 GN=GLYR1 PE=1 SV=4,3,3,2,0.60881,0.81515,0.52592,-0.6215771607113978,0.015214864002431435,0.022395267596094504
Q4G0J3,sp|Q4G0J3|LARP7_HUMAN,sp|Q4G0J3|LARP7_HUMAN;La-related protein 7 OS=Homo sapiens OX=9606 GN=LARP7 PE=1 SV=1,14,15,17,1.9802,1.8041,1.9483,0.9342271158089869,7.332504526212344e-05,0.0008799005431454814
Q53EL6,sp|Q53EL6|PDCD4_HUMAN,sp|Q53EL6|PDCD4_HUMAN;Programmed cell death protein 4 OS=Homo sapiens OX=9606 GN=PDCD4 PE=1 SV=2,1,1,0,,,,,,
Q53F19,sp|Q53F19|NCBP3_HUMAN,sp|Q53F19|NCBP3_HUMAN;Nuclear cap-binding protein subunit 3 OS=Homo sapiens OX=9606 GN=NCBP3 PE=1 SV=2,3,3,2,1.1598,1.4976,1.4826,0.46466826700344427,0.02608443224254825,0.03551495774562339
Q53GQ0,sp|Q53GQ0|DHB12_HUMAN,sp|Q53GQ0|DHB12_HUMAN;Very-long-chain 3-oxoacyl-CoA reductase OS=Homo sapiens OX=9606 GN=HSD17B12 PE=1 SV=2,1,0,2,,,0.53794,,,
Q53H12,sp|Q53H12|AGK_HUMAN,"sp|Q53H12|AGK_HUMAN;Acylglycerol kinase, mitochondrial OS=Homo sapiens OX=9606 GN=AGK PE=1 SV=2",1,1,1,,,,,,
Q53HL2,sp|Q53HL2|BOREA_HUMAN,sp|Q53HL2|BOREA_HUMAN;Borealin OS=Homo sapiens OX=9606 GN=CDCA8 PE=1 SV=2,6,5,4,3.6473,3.6393,2.5465,1.7126838140717147,0.0033812656323399456,0.007343362170848717
Q53S58,sp|Q53S58|TM177_HUMAN,sp|Q53S58|TM177_HUMAN;Transmembrane protein 177 OS=Homo sapiens OX=9606 GN=TMEM177 PE=1 SV=1,0,1,0,,,,,,
Q53T94,sp|Q53T94|TAF1B_HUMAN,sp|Q53T94|TAF1B_HUMAN;TATA box-binding protein-associated factor RNA polymerase I subunit B OS=Homo sapiens OX=9606 GN=TAF1B PE=1 SV=1,1,0,1,,,,,,
Q562F6,sp|Q562F6|SGO2_HUMAN,sp|Q562F6|SGO2_HUMAN;Shugoshin 2 OS=Homo sapiens OX=9606 GN=SGO2 PE=1 SV=2,1,1,1,,,,,,
Q562R1,sp|Q562R1|ACTBL_HUMAN,sp|Q562R1|ACTBL_HUMAN;Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2,0,1,0,,,,,,
Q58FF8,sp|Q58FF8|H90B2_HUMAN,sp|Q58FF8|H90B2_HUMAN;Putative heat shock protein HSP 90-beta 2 OS=Homo sapiens OX=9606 GN=HSP90AB2P PE=1 SV=2,0,0,0,,,,,,
Q5BJF2,sp|Q5BJF2|SGMR2_HUMAN,sp|Q5BJF2|SGMR2_HUMAN;Sigma intracellular receptor 2 OS=Homo sapiens OX=9606 GN=TMEM97 PE=1 SV=1,1,0,0,,,,,,
Q5BKZ1,sp|Q5BKZ1|ZN326_HUMAN,sp|Q5BKZ1|ZN326_HUMAN;DBIRD complex subunit ZNF326 OS=Homo sapiens OX=9606 GN=ZNF326 PE=1 SV=2,0,0,0,,,,,,
Q5C9Z4,sp|Q5C9Z4|NOM1_HUMAN,sp|Q5C9Z4|NOM1_HUMAN;Nucleolar MIF4G domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NOM1 PE=1 SV=1,5,5,4,1.0161,0.93983,1.0114,-0.015797121294515194,0.6818037033893933,0.7077962199408951
Q5FBB7,sp|Q5FBB7|SGO1_HUMAN,sp|Q5FBB7|SGO1_HUMAN;Shugoshin 1 OS=Homo sapiens OX=9606 GN=SGO1 PE=1 SV=1,0,1,1,,,,,,
Q5H9F3,sp|Q5H9F3|BCORL_HUMAN,sp|Q5H9F3|BCORL_HUMAN;BCL-6 corepressor-like protein 1 OS=Homo sapiens OX=9606 GN=BCORL1 PE=1 SV=2,2,2,3,1.4324,1.9794,1.7329,0.7781244517856326,0.010657825916790488,0.017149410793381056
Q5H9R7,sp|Q5H9R7|PP6R3_HUMAN,sp|Q5H9R7|PP6R3_HUMAN;Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PPP6R3 PE=1 SV=2,1,0,1,,,,,,
Q5HYJ3,sp|Q5HYJ3|FA76B_HUMAN,sp|Q5HYJ3|FA76B_HUMAN;Protein FAM76B OS=Homo sapiens OX=9606 GN=FAM76B PE=1 SV=3,0,0,0,,,,,,
Q5JPH6,sp|Q5JPH6|SYEM_HUMAN,"sp|Q5JPH6|SYEM_HUMAN;Nondiscriminating glutamyl-tRNA synthetase EARS2, mitochondrial OS=Homo sapiens OX=9606 GN=EARS2 PE=1 SV=2",2,2,2,0.68481,0.72034,0.70216,-0.5095599404504485,8.405764520610165e-06,0.0003118072330822978
Q5JSL3,sp|Q5JSL3|DOC11_HUMAN,sp|Q5JSL3|DOC11_HUMAN;Dedicator of cytokinesis protein 11 OS=Homo sapiens OX=9606 GN=DOCK11 PE=1 SV=2,0,0,0,,,,,,
Q5JSZ5,sp|Q5JSZ5|PRC2B_HUMAN,sp|Q5JSZ5|PRC2B_HUMAN;Protein PRRC2B OS=Homo sapiens OX=9606 GN=PRRC2B PE=1 SV=2,2,2,0,,,,,,
Q5JTH9,sp|Q5JTH9|RRP12_HUMAN,sp|Q5JTH9|RRP12_HUMAN;RRP12-like protein OS=Homo sapiens OX=9606 GN=RRP12 PE=1 SV=2,30,40,39,1.2316,1.15,1.0148,0.17904387690750864,0.10482066887376798,0.1222619992794526
Q5JVF3,sp|Q5JVF3|PCID2_HUMAN,sp|Q5JVF3|PCID2_HUMAN;PCI domain-containing protein 2 OS=Homo sapiens OX=9606 GN=PCID2 PE=1 SV=2,3,4,4,0.7076,0.74941,0.60146,-0.5433900776469199,0.00204893346078143,0.005314968755090059
Q5MIZ7,sp|Q5MIZ7|P4R3B_HUMAN,sp|Q5MIZ7|P4R3B_HUMAN;Serine/threonine-protein phosphatase 4 regulatory subunit 3B OS=Homo sapiens OX=9606 GN=PPP4R3B PE=1 SV=2,0,1,1,,,,,,
Q5QJE6,sp|Q5QJE6|TDIF2_HUMAN,sp|Q5QJE6|TDIF2_HUMAN;Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens OX=9606 GN=DNTTIP2 PE=1 SV=2,20,21,23,0.91682,1.1798,1.0115,0.051079704460387496,0.6637166747765013,0.6900314328072877
Q5SNT2,sp|Q5SNT2|TM201_HUMAN,sp|Q5SNT2|TM201_HUMAN;Transmembrane protein 201 OS=Homo sapiens OX=9606 GN=TMEM201 PE=1 SV=1,2,2,1,,,,,,
Q5SRE5,sp|Q5SRE5|NU188_HUMAN,sp|Q5SRE5|NU188_HUMAN;Nucleoporin NUP188 OS=Homo sapiens OX=9606 GN=NUP188 PE=1 SV=1,7,9,7,0.77219,0.92812,0.52376,-0.43176030480739935,0.09299535259155721,0.10936994955950582
Q5SSJ5,sp|Q5SSJ5|HP1B3_HUMAN,sp|Q5SSJ5|HP1B3_HUMAN;Heterochromatin protein 1-binding protein 3 OS=Homo sapiens OX=9606 GN=HP1BP3 PE=1 SV=1,10,6,9,1.5802,1.3477,1.0267,0.3985692755949833,0.1183897092907685,0.13654007674112337
Q5SY16,sp|Q5SY16|NOL9_HUMAN,sp|Q5SY16|NOL9_HUMAN;Polynucleotide 5-hydroxyl-kinase NOL9 OS=Homo sapiens OX=9606 GN=NOL9 PE=1 SV=1,9,8,8,0.50691,0.62961,0.43979,-0.9284112149860538,0.001032183873910588,0.0035648106474570553
Q5T0B9,sp|Q5T0B9|ZN362_HUMAN,sp|Q5T0B9|ZN362_HUMAN;Zinc finger protein 362 OS=Homo sapiens OX=9606 GN=ZNF362 PE=1 SV=1,1,1,0,,,,,,
Q5T160,sp|Q5T160|SYRM_HUMAN,"sp|Q5T160|SYRM_HUMAN;Probable arginine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=RARS2 PE=1 SV=1",0,1,1,,,,,,
Q5T280,sp|Q5T280|CI114_HUMAN,sp|Q5T280|CI114_HUMAN;Putative methyltransferase C9orf114 OS=Homo sapiens OX=9606 GN=SPOUT1 PE=1 SV=3,1,1,1,,,,,,
Q5T3I0,sp|Q5T3I0|GPTC4_HUMAN,sp|Q5T3I0|GPTC4_HUMAN;G patch domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GPATCH4 PE=1 SV=2,31,31,33,2.5705,2.2409,2.2196,1.2287673937602575,0.0002923014701617866,0.0019709470559480468
Q5T3J3,sp|Q5T3J3|LRIF1_HUMAN,sp|Q5T3J3|LRIF1_HUMAN;Ligand-dependent nuclear receptor-interacting factor 1 OS=Homo sapiens OX=9606 GN=LRIF1 PE=1 SV=1,0,2,1,,,,,,
Q5T4S7,sp|Q5T4S7|UBR4_HUMAN,sp|Q5T4S7|UBR4_HUMAN;E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens OX=9606 GN=UBR4 PE=1 SV=1,2,0,1,,,,,,
Q5T5X7,sp|Q5T5X7|BEND3_HUMAN,sp|Q5T5X7|BEND3_HUMAN;BEN domain-containing protein 3 OS=Homo sapiens OX=9606 GN=BEND3 PE=1 SV=1,6,5,6,0.99286,0.69887,0.82719,-0.25215719740089987,0.13259482517067875,0.15117091178879316
Q5T8A7,sp|Q5T8A7|PPR26_HUMAN,sp|Q5T8A7|PPR26_HUMAN;Protein phosphatase 1 regulatory subunit 26 OS=Homo sapiens OX=9606 GN=PPP1R26 PE=1 SV=1,1,1,1,,,,,,
Q5T8P6,sp|Q5T8P6|RBM26_HUMAN,sp|Q5T8P6|RBM26_HUMAN;RNA-binding protein 26 OS=Homo sapiens OX=9606 GN=RBM26 PE=1 SV=3,2,0,1,,,,,,
Q5T9A4,sp|Q5T9A4|ATD3B_HUMAN,sp|Q5T9A4|ATD3B_HUMAN;ATPase family AAA domain-containing protein 3B OS=Homo sapiens OX=9606 GN=ATAD3B PE=1 SV=1,1,1,0,,,,,,
Q5TA45,sp|Q5TA45|INT11_HUMAN,sp|Q5TA45|INT11_HUMAN;Integrator complex subunit 11 OS=Homo sapiens OX=9606 GN=INTS11 PE=1 SV=2,0,0,0,,,,,,
Q5TB30,sp|Q5TB30|DEP1A_HUMAN,sp|Q5TB30|DEP1A_HUMAN;DEP domain-containing protein 1A OS=Homo sapiens OX=9606 GN=DEPDC1 PE=1 SV=2,1,0,1,,,,,,
Q5TGY3,sp|Q5TGY3|AHDC1_HUMAN,sp|Q5TGY3|AHDC1_HUMAN;Transcription factor Gibbin OS=Homo sapiens OX=9606 GN=AHDC1 PE=1 SV=1,3,2,1,0.83046,,,,,
Q5UIP0,sp|Q5UIP0|RIF1_HUMAN,sp|Q5UIP0|RIF1_HUMAN;Telomere-associated protein RIF1 OS=Homo sapiens OX=9606 GN=RIF1 PE=1 SV=2,10,9,9,0.72311,0.74193,0.51515,-0.5993236366249738,0.009458595780642728,0.015587859354022238
Q5VT06,sp|Q5VT06|CE350_HUMAN,sp|Q5VT06|CE350_HUMAN;Centrosome-associated protein 350 OS=Homo sapiens OX=9606 GN=CEP350 PE=1 SV=1,0,0,0,,,,,,
Q5VT52,sp|Q5VT52|RPRD2_HUMAN,sp|Q5VT52|RPRD2_HUMAN;Regulation of nuclear pre-mRNA domain-containing protein 2 OS=Homo sapiens OX=9606 GN=RPRD2 PE=1 SV=1,9,11,9,1.3063,1.8742,1.7283,0.710407887232328,0.020178678561237045,0.028346238931261564
Q5VTE6,sp|Q5VTE6|ANGE2_HUMAN,sp|Q5VTE6|ANGE2_HUMAN;Protein angel homolog 2 OS=Homo sapiens OX=9606 GN=ANGEL2 PE=1 SV=1,0,1,1,,,,,,
Q5VTL8,sp|Q5VTL8|PR38B_HUMAN,sp|Q5VTL8|PR38B_HUMAN;Pre-mRNA-splicing factor 38B OS=Homo sapiens OX=9606 GN=PRPF38B PE=1 SV=1,1,0,1,,,,,,
Q5VUA4,sp|Q5VUA4|ZN318_HUMAN,sp|Q5VUA4|ZN318_HUMAN;Zinc finger protein 318 OS=Homo sapiens OX=9606 GN=ZNF318 PE=1 SV=2,6,4,4,2.1413,1.3288,2.9294,1.0929966894384266,0.07026630412278993,0.08473039973957476
