Entry,Majority protein IDs,Fasta headers,Unique peptides R1,Unique peptides R2,Unique peptides R3,Ratio H/L normalized R1,Ratio H/L normalized R2,Ratio H/L normalized R3,Log2FC,Pvalue,FDR
Q9NYV4,sp|Q14004|CDK13_HUMAN;sp|Q9NYV4|CDK12_HUMAN,sp|Q14004|CDK13_HUMAN;Cyclin-dependent kinase 13 OS=Homo sapiens OX=9606 GN=CDK13 PE=1 SV=2;sp|Q9NYV4|CDK12_HUMAN;Cyclin-dependent kinase 12 OS=Homo sapiens OX=9606 GN=CDK12 PE=1 SV=2,1,2,1,,0.58191,,,,
Q14008,sp|Q14008|CKAP5_HUMAN,sp|Q14008|CKAP5_HUMAN;Cytoskeleton-associated protein 5 OS=Homo sapiens OX=9606 GN=CKAP5 PE=1 SV=3,1,1,2,,,0.69558,,,
Q14103,sp|Q14103|HNRPD_HUMAN,sp|Q14103|HNRPD_HUMAN;Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1,4,5,3,1.4456,1.8597,1.5732,0.7014751275551178,0.006914333657529352,0.0338648738616293
Q14119,sp|Q14119|VEZF1_HUMAN,sp|Q14119|VEZF1_HUMAN;Vascular endothelial zinc finger 1 OS=Homo sapiens OX=9606 GN=VEZF1 PE=1 SV=2,0,1,1,,,,,,
Q14135,sp|Q14135|VGLL4_HUMAN,sp|Q14135|VGLL4_HUMAN;Transcription cofactor vestigial-like protein 4 OS=Homo sapiens OX=9606 GN=VGLL4 PE=1 SV=4,1,1,1,,,,,,
Q14137,sp|Q14137|BOP1_HUMAN,sp|Q14137|BOP1_HUMAN;Ribosome biogenesis protein BOP1 OS=Homo sapiens OX=9606 GN=BOP1 PE=1 SV=2,5,8,6,0.88126,0.72191,0.9578,-0.22827214786571548,0.10292360180512304,0.19234139160866884
Q14139,sp|Q14139|UBE4A_HUMAN,sp|Q14139|UBE4A_HUMAN;Ubiquitin conjugation factor E4 A OS=Homo sapiens OX=9606 GN=UBE4A PE=1 SV=2,0,1,0,,,,,,
Q14146,sp|Q14146|URB2_HUMAN,sp|Q14146|URB2_HUMAN;Unhealthy ribosome biogenesis protein 2 homolog OS=Homo sapiens OX=9606 GN=URB2 PE=1 SV=2,9,14,6,0.78751,0.71217,0.84927,-0.3529464964045808,0.00541851819053366,0.029886309293798423
Q14151,sp|Q14151|SAFB2_HUMAN,sp|Q14151|SAFB2_HUMAN;Scaffold attachment factor B2 OS=Homo sapiens OX=9606 GN=SAFB2 PE=1 SV=1,6,7,6,0.62067,0.57632,1.0464,-0.4192820545473756,0.16765524095366977,0.2780360090264902
Q14152,sp|Q14152|EIF3A_HUMAN,sp|Q14152|EIF3A_HUMAN;Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1,10,10,11,1.1601,1.2821,0.84599,0.1323311633039655,0.5006476884702681,0.621408112295419
Q14157,sp|Q14157|UBP2L_HUMAN,sp|Q14157|UBP2L_HUMAN;Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2,1,1,1,,,,,,
Q14202,sp|Q14202|ZMYM3_HUMAN,sp|Q14202|ZMYM3_HUMAN;Zinc finger MYM-type protein 3 OS=Homo sapiens OX=9606 GN=ZMYM3 PE=1 SV=2,1,1,1,,,,,,
Q14204,sp|Q14204|DYHC1_HUMAN,sp|Q14204|DYHC1_HUMAN;Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5,55,52,65,0.98239,1.0553,0.68338,-0.14078843007480824,0.4597305850746548,0.5842114819564075
Q14232,sp|Q14232|EI2BA_HUMAN,sp|Q14232|EI2BA_HUMAN;Translation initiation factor eIF2B subunit alpha OS=Homo sapiens OX=9606 GN=EIF2B1 PE=1 SV=1,4,3,4,1.0917,0.97463,1.0583,0.05872286384767541,0.29874305350472646,0.41612438818702197
Q14241,sp|Q14241|ELOA1_HUMAN,sp|Q14241|ELOA1_HUMAN;Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=3,17,16,17,0.87366,0.995,0.96003,-0.08482842224374311,0.18846588383464039,0.30235366190276636
Q14247,sp|Q14247|SRC8_HUMAN,sp|Q14247|SRC8_HUMAN;Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2,0,1,1,,,,,,
Q14254,sp|Q14254|FLOT2_HUMAN,sp|Q14254|FLOT2_HUMAN;Flotillin-2 OS=Homo sapiens OX=9606 GN=FLOT2 PE=1 SV=2,1,0,0,,,,,,
Q14258,sp|Q14258|TRI25_HUMAN,sp|Q14258|TRI25_HUMAN;E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=2,1,2,1,,1.4815,,,,
Q14320,sp|Q14320|FA50A_HUMAN,sp|Q14320|FA50A_HUMAN;Protein FAM50A OS=Homo sapiens OX=9606 GN=FAM50A PE=1 SV=2,13,15,15,1.568,2.587,1.394,0.8872653022678885,0.08445027443718417,0.1645186950120616
Q14331,sp|Q14331|FRG1_HUMAN,sp|Q14331|FRG1_HUMAN;Protein FRG1 OS=Homo sapiens OX=9606 GN=FRG1 PE=1 SV=1,4,3,3,3.1432,1.935,1.6389,1.162876006295347,0.054487889288265486,0.11996484810666434
Q14498,sp|Q14498|RBM39_HUMAN,sp|Q14498|RBM39_HUMAN;RNA-binding protein 39 OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=2,6,5,7,1.1088,0.91499,1.2995,0.14764969158857405,0.38660171677497934,0.5133971351384774
Q14527,sp|Q14527|HLTF_HUMAN,sp|Q14527|HLTF_HUMAN;Helicase-like transcription factor OS=Homo sapiens OX=9606 GN=HLTF PE=1 SV=2,4,3,3,0.63282,0.61483,0.40869,-0.8569636527837622,0.003382391119926768,0.022350840520476083
Q14562,sp|Q14562|DHX8_HUMAN,sp|Q14562|DHX8_HUMAN;ATP-dependent RNA helicase DHX8 OS=Homo sapiens OX=9606 GN=DHX8 PE=1 SV=1,2,0,0,,,,,,
Q14566,sp|Q14566|MCM6_HUMAN,sp|Q14566|MCM6_HUMAN;DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1,11,13,13,0.8812,0.92212,0.8794,-0.16126601477401808,0.0016231501952015466,0.015960976919481874
Q14571,sp|Q14571|ITPR2_HUMAN,"sp|Q14571|ITPR2_HUMAN;Inositol 1,4,5-trisphosphate receptor type 2 OS=Homo sapiens OX=9606 GN=ITPR2 PE=1 SV=2",1,1,1,,,,,,
Q14669,sp|Q14669|TRIPC_HUMAN,sp|Q14669|TRIPC_HUMAN;E3 ubiquitin-protein ligase TRIP12 OS=Homo sapiens OX=9606 GN=TRIP12 PE=1 SV=1,22,23,21,0.94255,0.92573,0.95423,-0.08798380832346396,0.0020218409920143682,0.0181583856367031
Q14671,sp|Q14671|PUM1_HUMAN;sp|Q8TB72|PUM2_HUMAN,sp|Q14671|PUM1_HUMAN;Pumilio homolog 1 OS=Homo sapiens OX=9606 GN=PUM1 PE=1 SV=3;sp|Q8TB72|PUM2_HUMAN;Pumilio homolog 2 OS=Homo sapiens OX=9606 GN=PUM2 PE=1 SV=2,0,2,1,,1.3338,,,,
Q8TB72,sp|Q14671|PUM1_HUMAN;sp|Q8TB72|PUM2_HUMAN,sp|Q14671|PUM1_HUMAN;Pumilio homolog 1 OS=Homo sapiens OX=9606 GN=PUM1 PE=1 SV=3;sp|Q8TB72|PUM2_HUMAN;Pumilio homolog 2 OS=Homo sapiens OX=9606 GN=PUM2 PE=1 SV=2,0,2,1,,1.3338,,,,
Q14676,sp|Q14676|MDC1_HUMAN,sp|Q14676|MDC1_HUMAN;Mediator of DNA damage checkpoint protein 1 OS=Homo sapiens OX=9606 GN=MDC1 PE=1 SV=3,4,8,5,1.1944,1.0307,1.0586,0.13035982728297957,0.13478405132439772,0.23655249970962328
Q14683,sp|Q14683|SMC1A_HUMAN,sp|Q14683|SMC1A_HUMAN;Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2,1,5,3,,0.78998,0.8851,,,
Q14684,sp|Q14684|RRP1B_HUMAN,sp|Q14684|RRP1B_HUMAN;Ribosomal RNA processing protein 1 homolog B OS=Homo sapiens OX=9606 GN=RRP1B PE=1 SV=3,32,34,39,1.4074,1.3755,1.4516,0.4972291287876059,4.8652031861219156e-05,0.0018975389643199772
Q14690,sp|Q14690|RRP5_HUMAN,sp|Q14690|RRP5_HUMAN;Protein RRP5 homolog OS=Homo sapiens OX=9606 GN=PDCD11 PE=1 SV=3,40,47,34,0.77825,0.73561,0.9643,-0.2756931640276759,0.06839467672540565,0.14230227449668784
Q14692,sp|Q14692|BMS1_HUMAN,sp|Q14692|BMS1_HUMAN;Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens OX=9606 GN=BMS1 PE=1 SV=1,47,48,43,0.71361,0.61311,0.8035,-0.4939600672095069,0.00620194843365718,0.03142827856564927
Q14694,sp|Q14694|UBP10_HUMAN,sp|Q14694|UBP10_HUMAN;Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=2,1,2,1,,,,,,
Q14738,sp|Q14738|2A5D_HUMAN;sp|Q13362|2A5G_HUMAN,sp|Q14738|2A5D_HUMAN;Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Homo sapiens OX=9606 GN=PPP2R5D PE=1 SV=1;sp|Q13362|2A5G_HUMAN;Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform OS=Homo s,2,2,2,0.95702,1.0148,0.74675,-0.1421145243958163,0.3135603670263531,0.4309498555137565
Q13362,sp|Q14738|2A5D_HUMAN;sp|Q13362|2A5G_HUMAN,sp|Q14738|2A5D_HUMAN;Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Homo sapiens OX=9606 GN=PPP2R5D PE=1 SV=1;sp|Q13362|2A5G_HUMAN;Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform OS=Homo s,2,2,2,0.95702,1.0148,0.74675,-0.1421145243958163,0.3135603670263531,0.4309498555137565
Q14739,sp|Q14739|LBR_HUMAN,sp|Q14739|LBR_HUMAN;Delta(14)-sterol reductase LBR OS=Homo sapiens OX=9606 GN=LBR PE=1 SV=2,13,14,10,0.97521,0.79458,1.0408,-0.09408948745402294,0.43944758764968084,0.566277234631258
Q14781,sp|Q14781|CBX2_HUMAN,sp|Q14781|CBX2_HUMAN;Chromobox protein homolog 2 OS=Homo sapiens OX=9606 GN=CBX2 PE=1 SV=2,4,2,3,1.0104,1.5099,1.3017,0.3493652775942134,0.13151918055042378,0.2326227904382228
Q14807,sp|Q14807|KIF22_HUMAN,sp|Q14807|KIF22_HUMAN;Kinesin-like protein KIF22 OS=Homo sapiens OX=9606 GN=KIF22 PE=1 SV=5,5,5,3,0.62254,0.60195,1.1172,-0.35741240057142215,0.2625555189566353,0.37849717807113425
Q14839,sp|Q14839|CHD4_HUMAN,sp|Q14839|CHD4_HUMAN;Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens OX=9606 GN=CHD4 PE=1 SV=2,20,19,19,0.98685,0.83428,0.96403,-0.10720229179997916,0.20622329856478816,0.3226144784365815
Q14966,sp|Q14966|ZN638_HUMAN,sp|Q14966|ZN638_HUMAN;Zinc finger protein 638 OS=Homo sapiens OX=9606 GN=ZNF638 PE=1 SV=2,18,16,16,0.81147,0.77774,0.93316,-0.25018258428874873,0.02796399719123126,0.07910363589026377
Q14974,sp|Q14974|IMB1_HUMAN,sp|Q14974|IMB1_HUMAN;Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2,3,5,4,0.71512,0.969,1.0016,-0.15965359642783408,0.31168814180582605,0.429807020253109
Q14978,sp|Q14978|NOLC1_HUMAN,sp|Q14978|NOLC1_HUMAN;Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2,15,18,18,0.88506,1.0578,1.0989,0.01994382575703802,0.8421243129805168,0.8816155672014029
Q14980,sp|Q14980|NUMA1_HUMAN,sp|Q14980|NUMA1_HUMAN;Nuclear mitotic apparatus protein 1 OS=Homo sapiens OX=9606 GN=NUMA1 PE=1 SV=2,14,17,13,0.5598,0.66062,0.72501,-0.6248734301866483,0.0018611295545357493,0.017672146511912772
Q15005,sp|Q15005|SPCS2_HUMAN,sp|Q15005|SPCS2_HUMAN;Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=3,0,1,0,,,,,,
Q15008,sp|Q15008|PSMD6_HUMAN,sp|Q15008|PSMD6_HUMAN;26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens OX=9606 GN=PSMD6 PE=1 SV=1,6,4,7,1.2248,1.4061,1.0858,0.3090597425015848,0.0615695766447349,0.1320947280741585
Q15014,sp|Q15014|MO4L2_HUMAN,sp|Q15014|MO4L2_HUMAN;Mortality factor 4-like protein 2 OS=Homo sapiens OX=9606 GN=MORF4L2 PE=1 SV=1,1,1,0,,,,,,
Q15020,sp|Q15020|SART3_HUMAN,sp|Q15020|SART3_HUMAN;Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens OX=9606 GN=SART3 PE=1 SV=1,13,11,11,1.0358,1.0597,0.76356,-0.06942160415397831,0.646799292910714,0.7535348602880816
Q15021,sp|Q15021|CND1_HUMAN,sp|Q15021|CND1_HUMAN;Condensin complex subunit 1 OS=Homo sapiens OX=9606 GN=NCAPD2 PE=1 SV=3,7,7,7,1.5489,1.2767,0.64458,0.21004799734815624,0.5898896614557498,0.7045447509976079
Q15022,sp|Q15022|SUZ12_HUMAN,sp|Q15022|SUZ12_HUMAN;Polycomb protein SUZ12 OS=Homo sapiens OX=9606 GN=SUZ12 PE=1 SV=3,1,1,1,,,,,,
Q15029,sp|Q15029|U5S1_HUMAN,sp|Q15029|U5S1_HUMAN;116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens OX=9606 GN=EFTUD2 PE=1 SV=1,2,0,0,0.42136,,,,,
Q15046,sp|Q15046|SYK_HUMAN,sp|Q15046|SYK_HUMAN;Lysine--tRNA ligase OS=Homo sapiens OX=9606 GN=KARS1 PE=1 SV=3,3,2,3,,,,,,
Q15050,sp|Q15050|RRS1_HUMAN,sp|Q15050|RRS1_HUMAN;Ribosome biogenesis regulatory protein homolog OS=Homo sapiens OX=9606 GN=RRS1 PE=1 SV=2,11,10,11,1.0662,1.5124,1.4152,0.41279958713515824,0.07080317817505104,0.14548115714575163
Q15054,sp|Q15054|DPOD3_HUMAN,sp|Q15054|DPOD3_HUMAN;DNA polymerase delta subunit 3 OS=Homo sapiens OX=9606 GN=POLD3 PE=1 SV=2,1,2,2,,1.1024,0.87963,,,
Q15061,sp|Q15061|WDR43_HUMAN,sp|Q15061|WDR43_HUMAN;WD repeat-containing protein 43 OS=Homo sapiens OX=9606 GN=WDR43 PE=1 SV=3,7,11,5,0.56368,0.75705,0.69457,-0.573967884649567,0.004503569068591659,0.026700835076367727
Q15185,sp|Q15185|TEBP_HUMAN,sp|Q15185|TEBP_HUMAN;Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1,1,2,2,,3.9007,1.7673,,,
Q15233,sp|Q15233|NONO_HUMAN,sp|Q15233|NONO_HUMAN;Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4,21,20,19,0.91883,1.0577,1.1617,0.06498859017619131,0.5482496060878315,0.6630368588997786
Q15269,sp|Q15269|PWP2_HUMAN,sp|Q15269|PWP2_HUMAN;Periodic tryptophan protein 2 homolog OS=Homo sapiens OX=9606 GN=PWP2 PE=1 SV=2,7,9,7,1.0381,0.81653,0.99007,-0.07668598574054686,0.48465429101617236,0.6093218331497083
Q15345,sp|Q15345|LRC41_HUMAN,sp|Q15345|LRC41_HUMAN;Leucine-rich repeat-containing protein 41 OS=Homo sapiens OX=9606 GN=LRRC41 PE=1 SV=3,0,0,1,,,,,,
Q15361,sp|Q15361|TTF1_HUMAN,sp|Q15361|TTF1_HUMAN;Transcription termination factor 1 OS=Homo sapiens OX=9606 GN=TTF1 PE=1 SV=3,12,13,8,2.1977,1.3753,1.5974,0.7853133960073336,0.042164828641901145,0.10304185934381759
Q15365,sp|Q15365|PCBP1_HUMAN,sp|Q15365|PCBP1_HUMAN;Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2,8,7,8,0.88991,1.1773,0.82271,-0.0539329447428659,0.7527509307351146,0.8290296917162728
Q15366,sp|Q15366|PCBP2_HUMAN,sp|Q15366|PCBP2_HUMAN;Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1,8,5,6,1.057,1.2979,0.91459,0.12410310997048032,0.4669581330854308,0.591575794368966
Q15382,sp|Q15382|RHEB_HUMAN,sp|Q15382|RHEB_HUMAN;GTP-binding protein Rheb OS=Homo sapiens OX=9606 GN=RHEB PE=1 SV=1,2,1,2,1.6476,,0.50292,,,
Q15386,sp|Q15386|UBE3C_HUMAN,sp|Q15386|UBE3C_HUMAN;Ubiquitin-protein ligase E3C OS=Homo sapiens OX=9606 GN=UBE3C PE=1 SV=3,1,1,1,,,,,,
Q15392,sp|Q15392|DHC24_HUMAN,sp|Q15392|DHC24_HUMAN;Delta(24)-sterol reductase OS=Homo sapiens OX=9606 GN=DHCR24 PE=1 SV=2,1,1,0,,,,,,
Q15393,sp|Q15393|SF3B3_HUMAN,sp|Q15393|SF3B3_HUMAN;Splicing factor 3B subunit 3 OS=Homo sapiens OX=9606 GN=SF3B3 PE=1 SV=4,12,13,15,0.61532,0.6477,0.45674,-0.8027552561244894,0.0019387313391404015,0.01797183071407938
Q15397,sp|Q15397|PUM3_HUMAN,sp|Q15397|PUM3_HUMAN;Pumilio homolog 3 OS=Homo sapiens OX=9606 GN=PUM3 PE=1 SV=3,23,26,25,2.1415,1.5926,1.7908,0.8809858514191645,0.0063208506808329476,0.03183550403882936
Q15417,sp|Q15417|CNN3_HUMAN,sp|Q15417|CNN3_HUMAN;Calponin-3 OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1,9,7,10,2.4376,2.8358,1.4297,1.1598659560875504,0.041970264222282665,0.10287073663977887
Q15424,sp|Q15424|SAFB1_HUMAN,sp|Q15424|SAFB1_HUMAN;Scaffold attachment factor B1 OS=Homo sapiens OX=9606 GN=SAFB PE=1 SV=4,11,13,11,0.71582,0.71941,0.93136,-0.3421527127734528,0.041427706528775705,0.10234771755038345
Q15459,sp|Q15459|SF3A1_HUMAN,sp|Q15459|SF3A1_HUMAN;Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1,0,1,0,,,,,,
Q15545,sp|Q15545|TAF7_HUMAN,sp|Q15545|TAF7_HUMAN;Transcription initiation factor TFIID subunit 7 OS=Homo sapiens OX=9606 GN=TAF7 PE=1 SV=1,7,5,4,0.78817,1.2079,0.58278,-0.21823464017628502,0.4879133293300778,0.6106309242827943
Q15637,sp|Q15637|SF01_HUMAN,sp|Q15637|SF01_HUMAN;Splicing factor 1 OS=Homo sapiens OX=9606 GN=SF1 PE=1 SV=4,7,8,8,0.75245,0.86254,0.92531,-0.23996361673366748,0.03866145568816287,0.0973608609708004
Q15645,sp|Q15645|PCH2_HUMAN,sp|Q15645|PCH2_HUMAN;Pachytene checkpoint protein 2 homolog OS=Homo sapiens OX=9606 GN=TRIP13 PE=1 SV=2,1,1,2,,,0.79381,,,
Q15649,sp|Q15649|ZNHI3_HUMAN,sp|Q15649|ZNHI3_HUMAN;Zinc finger HIT domain-containing protein 3 OS=Homo sapiens OX=9606 GN=ZNHIT3 PE=1 SV=2,1,0,0,,,,,,
Q15717,sp|Q15717|ELAV1_HUMAN,sp|Q15717|ELAV1_HUMAN;ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=2,4,4,4,1.3534,1.1532,1.6402,0.4670359670758461,0.05382052913656404,0.11926909185191888
Q15738,sp|Q15738|NSDHL_HUMAN,"sp|Q15738|NSDHL_HUMAN;Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=NSDHL PE=1 SV=2",2,2,2,0.807,0.75601,1.299,-0.0679337878022065,0.8036137603030288,0.8531940437150409
Q15813,sp|Q15813|TBCE_HUMAN,sp|Q15813|TBCE_HUMAN;Tubulin-specific chaperone E OS=Homo sapiens OX=9606 GN=TBCE PE=1 SV=1,1,1,1,,,,,,
Q15843,sp|Q15843|NEDD8_HUMAN,sp|Q15843|NEDD8_HUMAN;NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=1 SV=1,1,1,1,,,,,,
Q15937,sp|Q15937|ZNF79_HUMAN;sp|P51814|ZNF41_HUMAN,sp|Q15937|ZNF79_HUMAN;Zinc finger protein 79 OS=Homo sapiens OX=9606 GN=ZNF79 PE=1 SV=2;sp|P51814|ZNF41_HUMAN;Zinc finger protein 41 OS=Homo sapiens OX=9606 GN=ZNF41 PE=1 SV=2,1,1,1,,,,,,
P51814,sp|Q15937|ZNF79_HUMAN;sp|P51814|ZNF41_HUMAN,sp|Q15937|ZNF79_HUMAN;Zinc finger protein 79 OS=Homo sapiens OX=9606 GN=ZNF79 PE=1 SV=2;sp|P51814|ZNF41_HUMAN;Zinc finger protein 41 OS=Homo sapiens OX=9606 GN=ZNF41 PE=1 SV=2,1,1,1,,,,,,
Q16543,sp|Q16543|CDC37_HUMAN,sp|Q16543|CDC37_HUMAN;Hsp90 co-chaperone Cdc37 OS=Homo sapiens OX=9606 GN=CDC37 PE=1 SV=1,0,1,1,,,,,,
Q16594,sp|Q16594|TAF9_HUMAN,sp|Q16594|TAF9_HUMAN;Transcription initiation factor TFIID subunit 9 OS=Homo sapiens OX=9606 GN=TAF9 PE=1 SV=1,1,0,2,1.1651,,1.3566,,,
Q16630,sp|Q16630|CPSF6_HUMAN,sp|Q16630|CPSF6_HUMAN;Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens OX=9606 GN=CPSF6 PE=1 SV=2,5,3,4,0.54231,0.53627,0.50805,-0.9189967678856069,1.5084662601420938e-06,0.00020766552181289492
Q16878,sp|Q16878|CDO1_HUMAN,sp|Q16878|CDO1_HUMAN;Cysteine dioxygenase type 1 OS=Homo sapiens OX=9606 GN=CDO1 PE=1 SV=2,0,1,1,,,,,,
Q1ED39,sp|Q1ED39|KNOP1_HUMAN,sp|Q1ED39|KNOP1_HUMAN;Lysine-rich nucleolar protein 1 OS=Homo sapiens OX=9606 GN=KNOP1 PE=1 SV=1,42,44,40,3.8198,2.6728,2.2454,1.5423406050609743,0.015234385725591418,0.05332035003956997
Q1KMD3,sp|Q1KMD3|HNRL2_HUMAN,sp|Q1KMD3|HNRL2_HUMAN;Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1,6,5,4,0.63583,0.85874,0.9086,-0.3200237925438563,0.07662131436358094,0.15287247745004312
Q29RF7,sp|Q29RF7|PDS5A_HUMAN,sp|Q29RF7|PDS5A_HUMAN;Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens OX=9606 GN=PDS5A PE=1 SV=1,4,3,5,0.7045,,0.82237,,,
Q2M389,sp|Q2M389|WASC4_HUMAN,sp|Q2M389|WASC4_HUMAN;WASH complex subunit 4 OS=Homo sapiens OX=9606 GN=WASHC4 PE=1 SV=2,2,1,0,,,,,,
Q2NKX8,sp|Q2NKX8|ERC6L_HUMAN,sp|Q2NKX8|ERC6L_HUMAN;DNA excision repair protein ERCC-6-like OS=Homo sapiens OX=9606 GN=ERCC6L PE=1 SV=1,1,1,1,0.82998,0.75488,,,,
Q2NL82,sp|Q2NL82|TSR1_HUMAN,sp|Q2NL82|TSR1_HUMAN;Pre-rRNA-processing protein TSR1 homolog OS=Homo sapiens OX=9606 GN=TSR1 PE=1 SV=1,5,8,10,0.92174,0.9533,0.70678,-0.21657407875906837,0.14627911861404314,0.25224749890438336
Q2TBE0,sp|Q2TBE0|C19L2_HUMAN,sp|Q2TBE0|C19L2_HUMAN;CWF19-like protein 2 OS=Homo sapiens OX=9606 GN=CWF19L2 PE=1 SV=4,8,3,6,1.3582,1.7537,1.3159,0.5616275575490293,0.026935908299856263,0.07735335537462197
Q32NC0,sp|Q32NC0|CR021_HUMAN,sp|Q32NC0|CR021_HUMAN;UPF0711 protein C18orf21 OS=Homo sapiens OX=9606 GN=C18orf21 PE=1 SV=1,2,3,3,,1.2231,1.5081,,,
Q3B726,sp|Q3B726|RPA43_HUMAN,sp|Q3B726|RPA43_HUMAN;DNA-directed RNA polymerase I subunit RPA43 OS=Homo sapiens OX=9606 GN=POLR1F PE=1 SV=1,1,2,1,,2.0018,,,,
Q3SXM5,sp|Q3SXM5|HSDL1_HUMAN,sp|Q3SXM5|HSDL1_HUMAN;Inactive hydroxysteroid dehydrogenase-like protein 1 OS=Homo sapiens OX=9606 GN=HSDL1 PE=1 SV=3,4,2,2,0.99015,,,,,
Q3SY69,sp|Q3SY69|AL1L2_HUMAN,sp|Q3SY69|AL1L2_HUMAN;Mitochondrial 10-formyltetrahydrofolate dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH1L2 PE=1 SV=2,1,0,0,,,,,,
Q3V6T2,sp|Q3V6T2|GRDN_HUMAN,sp|Q3V6T2|GRDN_HUMAN;Girdin OS=Homo sapiens OX=9606 GN=CCDC88A PE=1 SV=2,0,0,1,,,,,,
Q3ZCM7,sp|Q3ZCM7|TBB8_HUMAN,sp|Q3ZCM7|TBB8_HUMAN;Tubulin beta-8 chain OS=Homo sapiens OX=9606 GN=TUBB8 PE=1 SV=2,2,2,2,0.93583,1.1507,0.79175,-0.05975555598054256,0.7170653625703762,0.8102544315774702
Q3ZCQ8,sp|Q3ZCQ8|TIM50_HUMAN,sp|Q3ZCQ8|TIM50_HUMAN;Mitochondrial import inner membrane translocase subunit TIM50 OS=Homo sapiens OX=9606 GN=TIMM50 PE=1 SV=2,1,3,1,,,,,,
Q49A26,sp|Q49A26|GLYR1_HUMAN,sp|Q49A26|GLYR1_HUMAN;Cytokine-like nuclear factor N-PAC OS=Homo sapiens OX=9606 GN=GLYR1 PE=1 SV=4,0,5,1,,0.59644,,,,
Q4G0J3,sp|Q4G0J3|LARP7_HUMAN,sp|Q4G0J3|LARP7_HUMAN;La-related protein 7 OS=Homo sapiens OX=9606 GN=LARP7 PE=1 SV=1,26,21,24,2.9191,2.1108,1.5382,1.130513591742586,0.04117522420211201,0.10213433991274631
Q53EL6,sp|Q53EL6|PDCD4_HUMAN,sp|Q53EL6|PDCD4_HUMAN;Programmed cell death protein 4 OS=Homo sapiens OX=9606 GN=PDCD4 PE=1 SV=2,1,1,2,,,,,,
Q53F19,sp|Q53F19|NCBP3_HUMAN,sp|Q53F19|NCBP3_HUMAN;Nuclear cap-binding protein subunit 3 OS=Homo sapiens OX=9606 GN=NCBP3 PE=1 SV=2,1,1,2,,,0.59991,,,
Q53GQ0,sp|Q53GQ0|DHB12_HUMAN,sp|Q53GQ0|DHB12_HUMAN;Very-long-chain 3-oxoacyl-CoA reductase OS=Homo sapiens OX=9606 GN=HSD17B12 PE=1 SV=2,3,3,0,0.50979,0.83749,,,,
